application_number,brand_name,generic_name,company,approval_year,submission_class
NDA002282,N/A,N/A,N/A,1940,Type 4 - New Combination
NDA004782,CONJUGATED ESTROGENS,"ESTROGENS, CONJUGATED",Prasco Laboratories,1942,Type 1 - New Molecular Entity
NDA005010,N/A,N/A,N/A,1942,Type 1 - New Molecular Entity
NDA005213,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,Genus Lifesciences Inc.,1943,Type 1 - New Molecular Entity
NDA005795,N/A,N/A,N/A,1945,Type 3 - New Dosage Form
NDA005970,N/A,N/A,N/A,1946,Type 1 - New Molecular Entity
NDA005845,N/A,N/A,N/A,1946,Type 1 - New Molecular Entity
NDA006146,N/A,N/A,N/A,1947,Type 3 - New Dosage Form
NDA006412,N/A,N/A,N/A,1948,Type 1 - New Molecular Entity
NDA005914,N/A,N/A,N/A,1948,Type 1 - New Molecular Entity
NDA006632,N/A,N/A,N/A,1949,Type 1 - New Molecular Entity
NDA006695,N/A,N/A,N/A,1949,Type 1 - New Molecular Entity
NDA007073,AZULFIDINE EN-TABS,SULFASALAZINE,Pfizer Laboratories Div Pfizer Inc,1950,Type 1 - New Molecular Entity
NDA007337,N/A,N/A,N/A,1950,Type 4 - New Combination
NDA007529,N/A,N/A,N/A,1950,Type 2 - New Active Ingredient
NDA007638,N/A,N/A,N/A,1950,Type 3 - New Dosage Form
NDA007392,N/A,N/A,N/A,1950,Type 2 - New Active Ingredient
NDA007517,N/A,N/A,N/A,1950,Type 1 - New Molecular Entity
NDA007513,LEVOPHED,NOREPINEPHRINE BITARTRATE,"Hospira, Inc.",1950,Type 1 - New Molecular Entity
NDA007750,N/A,N/A,N/A,1950,Type 3 - New Dosage Form
NDA007335,N/A,N/A,N/A,1950,Type 1 - New Molecular Entity
NDA007504,N/A,N/A,N/A,1950,Type 1 - New Molecular Entity
NDA007409,N/A,N/A,N/A,1950,Type 1 - New Molecular Entity
NDA007390,N/A,N/A,N/A,1951,Type 1 - New Molecular Entity
NDA008248,N/A,N/A,N/A,1951,Type 3 - New Dosage Form
NDA007935,N/A,N/A,N/A,1951,Type 3 - New Dosage Form
NDA007936,N/A,N/A,N/A,1951,Type 3 - New Dosage Form
NDA007883,N/A,N/A,N/A,1951,Type 1 - New Molecular Entity
NDA008032,N/A,N/A,N/A,1951,Type 1 - New Molecular Entity
NDA007961,N/A,N/A,N/A,1951,Type 3 - New Dosage Form
NDA008048,N/A,N/A,N/A,1951,Type 2 - New Active Ingredient
NDA007959,N/A,N/A,N/A,1951,Type 1 - New Molecular Entity
NDA008228,N/A,N/A,N/A,1951,Type 2 - New Active Ingredient
NDA007794,N/A,N/A,N/A,1951,Type 1 - New Molecular Entity
NDA008592,N/A,N/A,N/A,1952,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA008453,ANECTINE,SUCCINYLCHOLINE CHLORIDE,Sandoz Inc,1952,Type 1 - New Molecular Entity
NDA008107,N/A,N/A,N/A,1952,Type 1 - New Molecular Entity
NDA008370,N/A,N/A,N/A,1952,Type 3 - New Dosage Form
NDA008278,N/A,N/A,N/A,1952,Type 1 - New Molecular Entity
NDA008662,N/A,N/A,N/A,1952,Type 3 - New Dosage Form
NDA008306,N/A,N/A,N/A,1952,Type 4 - New Combination
NDA009000,N/A,N/A,N/A,1953,Type 4 - New Combination
NDA008578,PYRIMETHAMINE,PYRIMETHAMINE,"OAKRUM PHARMA, LLC",1953,Type 1 - New Molecular Entity
NDA009165,N/A,N/A,N/A,1953,Type 2 - New Active Ingredient
NDA008708,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008816,N/A,N/A,N/A,1953,Type 3 - New Dosage Form
NDA008855,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008085,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008693,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA009182,N/A,N/A,N/A,1953,Type 2 - New Active Ingredient
NDA008943,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA009053,MERCAPTOPURINE,MERCAPTOPURINE,"Florida Pharmaceutical Products, LLC",1953,Type 1 - New Molecular Entity
NDA008883,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008303,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008565,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA009166,N/A,N/A,N/A,1953,Type 3 - New Dosage Form
NDA008848,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008720,N/A,N/A,N/A,1953,Type 3 - New Dosage Form
NDA008922,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA009088,N/A,N/A,N/A,1953,Type 3 - New Dosage Form
NDA008719,N/A,N/A,N/A,1953,Type 3 - New Dosage Form
NDA008732,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA009175,NITROFURANTOIN,NITROFURANTOIN,"Rising Pharma Holdings, Inc.",1953,Type 3 - New Dosage Form
NDA008951,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA009008,N/A,N/A,N/A,1953,Type 4 - New Combination
NDA009087,N/A,N/A,N/A,1953,Type 1 - New Molecular Entity
NDA008809,N/A,N/A,N/A,1953,Type 4 - New Combination
NDA009048,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009410,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009470,N/A,N/A,N/A,1954,Type 3 - New Dosage Form
NDA009495,N/A,N/A,N/A,1954,Type 2 - New Active Ingredient
NDA009190,LIPIODOL,ETHIODIZED OIL,Guerbet LLC,1954,Type 1 - New Molecular Entity
NDA009561,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA008983,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009170,MYSOLINE,PRIMIDONE,"Bausch Health US, LLC",1954,Type 1 - New Molecular Entity
NDA009193,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009388,N/A,N/A,N/A,1954,Type 3 - New Dosage Form
NDA009218,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009319,N/A,N/A,N/A,1954,Type 4 - New Combination
NDA008604,N/A,N/A,N/A,1954,Type 4 - New Combination
NDA009509,N/A,N/A,N/A,1954,Type 3 - New Dosage Form
NDA007600,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009386,MYLERAN,BUSULFAN,Waylis Therapeutics LLC,1954,Type 1 - New Molecular Entity
NDA009330,LANOXIN,DIGOXIN,"Covis Pharma US, Inc",1954,Type 1 - New Molecular Entity
NDA009489,N/A,N/A,N/A,1954,Type 1 - New Molecular Entity
NDA009750,N/A,N/A,N/A,1955,Type 1 - New Molecular Entity
NDA009854,N/A,N/A,N/A,1955,Type 2 - New Active Ingredient
NDA009115,N/A,N/A,N/A,1955,Type 2 - New Active Ingredient
NDA010060,N/A,N/A,N/A,1955,Type 3 - New Dosage Form
NDA009768,PLAQUENIL,HYDROXYCHLOROQUINE SULFATE,Advanz Pharma (US) Corp.,1955,Type 1 - New Molecular Entity
NDA009987,N/A,N/A,N/A,1955,Type 1 - New Molecular Entity
NDA009830,N/A,N/A,N/A,1955,Type 3 - New Dosage Form
NDA009660,N/A,N/A,N/A,1955,Type 1 - New Molecular Entity
NDA009866,SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,Pharmacia & Upjohn Company LLC,1955,Type 2 - New Active Ingredient
NDA010093,N/A,N/A,N/A,1955,Type 2 - New Active Ingredient
NDA009435,NESACAINE,CHLOROPROCAINE HYDROCHLORIDE,"Fresenius Kabi USA, LLC",1955,Type 1 - New Molecular Entity
NDA009112,N/A,N/A,N/A,1955,Type 3 - New Dosage Form
NDA010187,RITALIN,METHYLPHENIDATE HYDROCHLORIDE,Novartis Pharmaceuticals Corporation,1955,Type 3 - New Dosage Form
NDA010255,N/A,N/A,N/A,1955,Type 3 - New Dosage Form
NDA010028,N/A,N/A,N/A,1955,Type 1 - New Molecular Entity
NDA009900,N/A,N/A,N/A,1955,Type 3 - New Dosage Form
NDA009766,N/A,N/A,N/A,1955,Type 1 - New Molecular Entity
NDA009395,N/A,N/A,N/A,1955,Type 2 - New Active Ingredient
NDA010155,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010598,N/A,N/A,N/A,1956,Type 4 - New Combination
NDA010402,PREMARIN,CONJUGATED ESTROGENS,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",1956,Type 3 - New Dosage Form
NDA010349,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010375,N/A,N/A,N/A,1956,Type 2 - New Active Ingredient
NDA008857,N/A,N/A,N/A,1956,Type 3 - New Dosage Form
NDA010554,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010392,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010209,N/A,N/A,N/A,1956,Type 3 - New Dosage Form
NDA010515,N/A,N/A,N/A,1956,Type 3 - New Dosage Form
NDA010679,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010571,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010251,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA011386,N/A,N/A,N/A,1956,Type 3 - New Dosage Form
NDA010423,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010379,CYTOMEL,LIOTHYRONINE SODIUM,Pfizer Laboratories Div Pfizer Inc,1956,Type 1 - New Molecular Entity
NDA010611,N/A,N/A,N/A,1956,Type 1 - New Molecular Entity
NDA010562,N/A,N/A,N/A,1956,Type 2 - New Active Ingredient
NDA009519,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA009102,N/A,N/A,N/A,1957,Type 2 - New Active Ingredient
NDA010796,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA011120,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA010653,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010599,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA011188,N/A,N/A,N/A,1957,Type 2 - New Active Ingredient
NDA011111,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA010997,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA011265,PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE,PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE,"ANI Pharmaceuticals, Inc.",1957,Type 4 - New Combination
NDA010348,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA011161,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010971,N/A,N/A,N/A,1957,Type 4 - New Combination
NDA010670,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010787,N/A,N/A,N/A,1957,Type 2 - New Active Ingredient
NDA011073,N/A,N/A,N/A,1957,Type 4 - New Combination
NDA010841,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010669,LEUKERAN,CHLORAMBUCIL,Waylis Therapeutics LLC,1957,Type 1 - New Molecular Entity
NDA009149,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010831,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA010585,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA011123,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010911,N/A,N/A,N/A,1957,Type 4 - New Combination
NDA011000,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA010909,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA011153,MEDROL,METHYLPREDNISOLONE,Pharmacia & Upjohn Company LLC,1957,Type 1 - New Molecular Entity
NDA010775,N/A,N/A,N/A,1957,Type 1 - New Molecular Entity
NDA010596,CELONTIN,METHSUXIMIDE,Parke-Davis Div of Pfizer Inc,1957,Type 1 - New Molecular Entity
NDA010942,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA009486,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA010996,N/A,N/A,N/A,1957,Type 4 - New Combination
NDA010656,N/A,N/A,N/A,1957,Type 3 - New Dosage Form
NDA011601,N/A,N/A,N/A,1958,Type 3 - New Dosage Form
NDA011641,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011323,N/A,N/A,N/A,1958,Type 4 - New Combination
NDA011635,N/A,N/A,N/A,1958,Type 4 - New Combination
NDA011210,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011325,N/A,N/A,N/A,1958,Type 3 - New Dosage Form
NDA011145,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011483,N/A,N/A,N/A,1958,Type 4 - New Combination
NDA011245,GASTROGRAFIN,DIATRIZOATE MEGLUMINE AND DIATRIZOATE SODIUM,Bracco Diagnostics Inc,1958,Type 3 - New Dosage Form
NDA011213,N/A,N/A,N/A,1958,Type 3 - New Dosage Form
NDA011366,KEVEYIS,DICHLORPHENAMIDE,"Xeris Pharmaceuticals, Inc.",1958,Type 1 - New Molecular Entity
NDA011529,N/A,N/A,N/A,1958,Type 4 - New Combination
NDA011287,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011338,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011664,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011340,N/A,N/A,N/A,1958,Type 1 - New Molecular Entity
NDA011557,N/A,N/A,N/A,1958,Type 3 - New Dosage Form
NDA011418,N/A,N/A,N/A,1958,Type 3 - New Dosage Form
NDA010926,N/A,N/A,N/A,1958,Type 3 - New Dosage Form
NDA012034,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011839,MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,Mylan Pharmaceuticals Inc.,1959,Type 1 - New Molecular Entity
NDA010417,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA012142,N/A,N/A,N/A,1959,Type 2 - New Active Ingredient
NDA011961,MARPLAN,ISOCARBOXAZID,Lifsa Drugs LLC,1959,Type 1 - New Molecular Entity
NDA011757,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Pharmacia & Upjohn Company LLC,1959,Type 2 - New Active Ingredient
NDA011960,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011552,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011657,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA012141,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,Baxter Healthcare Corporation,1959,Type 1 - New Molecular Entity
NDA011790,ROBAXIN,METHOCARBAMOL,Hikma Pharmaceuticals USA Inc.,1959,Type 3 - New Dosage Form
NDA012164,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011792,SOMA,CARISOPRODOL,Viatris Specialty LLC,1959,Type 1 - New Molecular Entity
NDA012093,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,Oceanside Pharmaceuticals,1959,Type 1 - New Molecular Entity
NDA011838,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011722,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011856,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,Pharmacia & Upjohn Company LLC,1959,Type 2 - New Active Ingredient
NDA011719,METHOTREXATE,METHOTREXATE,"Hospira, Inc.",1959,Type 2 - New Active Ingredient
NDA011977,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011665,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,Oceanside Pharmaceuticals,1959,Type 3 - New Dosage Form
NDA012145,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011721,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011793,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA012071,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA012148,N/A,N/A,N/A,1959,Type 4 - New Combination
NDA011795,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA012015,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011860,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011891,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA012157,N/A,N/A,N/A,1959,Type 2 - New Active Ingredient
NDA011836,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011679,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011707,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011525,IC-GREEN,INDOCYANINE GREEN,Renew Pharmaceuticals Limited,1959,Type 1 - New Molecular Entity
NDA011556,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011983,N/A,N/A,N/A,1959,Type 3 - New Dosage Form
NDA011127,N/A,N/A,N/A,1959,Type 2 - New Active Ingredient
NDA011878,N/A,N/A,N/A,1959,Type 4 - New Combination
NDA011613,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA011949,N/A,N/A,N/A,1959,Type 1 - New Molecular Entity
NDA012111,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012281,N/A,N/A,N/A,1960,Type 4 - New Combination
NDA012250,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA012421,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA012125,N/A,N/A,N/A,1960,Type 4 - New Combination
NDA011738,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA011702,N/A,N/A,N/A,1960,Type 4 - New Combination
NDA012249,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012380,ZARONTIN,ETHOSUXIMIDE,Parke-Davis Div of Pfizer Inc,1960,Type 1 - New Molecular Entity
NDA012179,N/A,N/A,N/A,1960,Type 4 - New Combination
NDA012462,LOMOTIL,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,Pfizer Laboratories Div Pfizer Inc,1960,Type 4 - New Combination
NDA012419,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA011559,BREVITAL SODIUM,METHOHEXITAL SODIUM,"Par Health USA, LLC",1960,Type 1 - New Molecular Entity
NDA012546,N/A,N/A,N/A,1960,Type 2 - New Active Ingredient
NDA012283,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA011963,PHOSPHOLINE IODIDE,ECHOTHIOPHATE IODIDE FOR OPHTHALMIC SOLUTION,"Fera Pharmaceuticals, LLC",1960,Type 1 - New Molecular Entity
NDA012376,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA013055,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA012151,ALDACTONE,SPIRONOLACTONE,Pfizer Laboratories Div Pfizer Inc,1960,Type 1 - New Molecular Entity
NDA012402,N/A,N/A,N/A,1960,Type 2 - New Active Ingredient
NDA012366,N/A,N/A,N/A,1960,Type 4 - New Combination
NDA012102,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA012097,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA012193,N/A,N/A,N/A,1960,Type 4 - New Combination
NDA012041,KENALOG-10,TRIAMCINOLONE ACETONIDE,"E.R. Squibb & Sons, L.L.C.",1960,Type 3 - New Dosage Form
NDA012542,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012122,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012329,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012382,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA011467,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012052,N/A,N/A,N/A,1960,Type 3 - New Dosage Form
NDA012427,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012265,N/A,N/A,N/A,1960,Type 1 - New Molecular Entity
NDA012813,N/A,N/A,N/A,1961,Type 4 - New Combination
NDA012616,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,Prasco Laboratories,1961,Type 4 - New Combination
NDA012254,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA011909,PHENELZINE SULFATE,PHENELZINE SULFATE,Mylan Pharmaceuticals Inc.,1961,Type 1 - New Molecular Entity
NDA011270,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA012775,N/A,N/A,N/A,1961,Type 4 - New Combination
NDA012418,N/A,N/A,N/A,1961,Type 2 - New Active Ingredient
NDA012772,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA010976,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA012770,HYDROCORTISONE AND ACETIC ACID,HYDROCORTISONE AND ACETIC ACID OTIC,"Saptalis Pharmaceuticals, LLC",1961,Type 4 - New Combination
NDA012649,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA012845,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA012911,METOPIRONE,METYRAPONE,HRA Pharma Rare Diseases,1961,Type 1 - New Molecular Entity
NDA012301,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA012095,N/A,N/A,N/A,1961,Type 2 - New Active Ingredient
NDA011730,N/A,N/A,N/A,1961,Type 4 - New Combination
NDA012699,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA012731,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA012383,N/A,N/A,N/A,1961,Type 4 - New Combination
NDA012657,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA012753,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA012703,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA012583,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA012342,TRANYLCYPROMINE SULFATE,TRANYLCYPROMINE SULFATE,"Actavis Pharma, Inc.",1961,Type 1 - New Molecular Entity
NDA012827,GLYCOPYRROLATE,GLYCOPYRROLATE,"Rising Pharma Holdings, Inc.",1961,Type 1 - New Molecular Entity
NDA012754,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA012836,N/A,N/A,N/A,1961,Type 1 - New Molecular Entity
NDA012704,N/A,N/A,N/A,1961,Type 3 - New Dosage Form
NDA011870,DIURIL,CHLOROTHIAZIDE,"Salix Pharmaceuticals, Inc",1961,Type 3 - New Dosage Form
NDA012928,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA013401,N/A,N/A,N/A,1962,Type 2 - New Active Ingredient
NDA013413,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA013132,N/A,N/A,N/A,1962,Type 2 - New Active Ingredient
NDA012967,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA013295,CONRAY,IOTHALAMATE MEGLUMINE,Liebel-Flarsheim Company LLC,1962,Type 1 - New Molecular Entity
NDA011808,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA013428,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA013217,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA012968,N/A,N/A,N/A,1962,Type 2 - New Active Ingredient
NDA012796,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA013422,MAXIDEX,DEXAMETHASONE,"Harrow Eye, LLC",1962,Type 3 - New Dosage Form
NDA012516,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA012487,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA013220,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA012947,N/A,N/A,N/A,1962,Type 3 - New Dosage Form
NDA013334,N/A,N/A,N/A,1962,Type 4 - New Combination
NDA013400,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA012486,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA012728,N/A,N/A,N/A,1962,Type 4 - New Combination
NDA012892,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA013402,N/A,N/A,N/A,1962,Type 4 - New Combination
NDA012885,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA013056,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA012209,N/A,N/A,N/A,1962,Type 1 - New Molecular Entity
NDA012623,N/A,N/A,N/A,1963,Type 1 - New Molecular Entity
NDA011600,N/A,N/A,N/A,1963,Type 3 - New Dosage Form
NDA013483,N/A,N/A,N/A,1963,Type 3 - New Dosage Form
NDA014103,N/A,N/A,N/A,1963,Type 1 - New Molecular Entity
NDA012787,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,"ANI Pharmaceuticals, Inc.",1963,Type 1 - New Molecular Entity
NDA013935,N/A,N/A,N/A,1963,Type 1 - New Molecular Entity
NDA013636,N/A,N/A,N/A,1963,Type 4 - New Combination
NDA013247,N/A,N/A,N/A,1963,Type 3 - New Dosage Form
NDA013264,N/A,N/A,N/A,1963,Type 1 - New Molecular Entity
NDA013601,N/A,N/A,N/A,1963,Type 1 - New Molecular Entity
NDA014173,N/A,N/A,N/A,1963,Type 3 - New Dosage Form
NDA013157,N/A,N/A,N/A,1963,Type 1 - New Molecular Entity
NDA013960,SYNALAR,FLUOCINOLONE ACETONIDE,"Medimetriks Pharmaceuticals, Inc.",1963,Type 3 - New Dosage Form
NDA014349,N/A,N/A,N/A,1963,Type 3 - New Dosage Form
NDA013263,VALIUM,DIAZEPAM,Roche Laboratories Inc.,1963,Type 1 - New Molecular Entity
NDA013378,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA015229,N/A,N/A,N/A,1964,Type 3 - New Dosage Form
NDA014684,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA014005,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA014127,N/A,N/A,N/A,1964,Type 3 - New Dosage Form
NDA013174,TRIAMTERENE,TRIAMTERENE,Prasco Laboratories,1964,Type 1 - New Molecular Entity
NDA015296,N/A,N/A,N/A,1964,Type 3 - New Dosage Form
NDA014685,N/A,N/A,N/A,1964,Type 3 - New Dosage Form
NDA014215,N/A,N/A,N/A,1964,Type 3 - New Dosage Form
NDA014691,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA012697,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA013416,N/A,N/A,N/A,1964,Type 4 - New Combination
NDA013077,N/A,N/A,N/A,1964,Type 4 - New Combination
NDA015197,AMINOCAPROIC ACID,AMINOCAPROIC ACID,Hikma Pharmaceuticals USA Inc.,1964,Type 1 - New Molecular Entity
NDA015103,N/A,N/A,N/A,1964,Type 4 - New Combination
NDA014122,N/A,N/A,N/A,1964,Type 3 - New Dosage Form
NDA014214,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA015230,AMINOCAPROIC ACID,AMINOCAPROIC ACID,Hikma Pharmaceuticals USA Inc.,1964,Type 3 - New Dosage Form
NDA014694,N/A,N/A,N/A,1964,Type 2 - New Active Ingredient
NDA050682,N/A,N/A,N/A,1964,Type 1 - New Molecular Entity
NDA014134,PROTOPAM CHLORIDE,PRALIDOXIME CHLORIDE,Baxter Healthcare Corporation,1964,Type 1 - New Molecular Entity
NDA012665,N/A,N/A,N/A,1965,Type 1 - New Molecular Entity
NDA013026,N/A,N/A,N/A,1965,Type 1 - New Molecular Entity
NDA014715,N/A,N/A,N/A,1965,Type 4 - New Combination
NDA016042,N/A,N/A,N/A,1965,Type 4 - New Combination
NDA014763,N/A,N/A,N/A,1965,Type 1 - New Molecular Entity
NDA014217,N/A,N/A,N/A,1965,Type 2 - New Active Ingredient
